Date,Type,Value,reg_name,reg_istat_code_num,prov_name,prov_istat_code_num
06/03/2020,discharged,1,Toscana,8,,
06/03/2020,deceased,0,Toscana,8,,
06/03/2020,total,79,Toscana,8,,
06/03/2020,tested,1097,Toscana,8,,
06/03/2020,hospitalized,26,Lazio,11,,
06/03/2020,hospitalized_intensive,8,Lazio,11,,
06/03/2020,self_isolation,16,Lazio,11,,
06/03/2020,positive,50,Lazio,11,,
06/03/2020,discharged,3,Lazio,11,,
06/03/2020,deceased,1,Lazio,11,,
06/03/2020,total,54,Lazio,11,,
06/03/2020,tested,1373,Lazio,11,,
06/03/2020,hospitalized,12,Campania,14,,
06/03/2020,hospitalized_intensive,0,Campania,14,,
06/03/2020,self_isolation,45,Campania,14,,
06/03/2020,positive,57,Campania,14,,
06/03/2020,discharged,0,Campania,14,,
06/03/2020,deceased,0,Campania,14,,
06/03/2020,total,57,Campania,14,,
06/03/2020,tested,471,Campania,14,,
06/03/2020,hospitalized,12,Liguria,6,,
06/03/2020,hospitalized_intensive,5,Liguria,6,,
06/03/2020,self_isolation,7,Liguria,6,,
06/03/2020,positive,24,Liguria,6,,
06/03/2020,discharged,5,Liguria,6,,
06/03/2020,deceased,3,Liguria,6,,
06/03/2020,total,32,Liguria,6,,
06/03/2020,tested,229,Liguria,6,,
06/03/2020,hospitalized,4,Friuli-Venezia Giulia,5,,
06/03/2020,hospitalized_intensive,0,Friuli-Venezia Giulia,5,,
06/03/2020,self_isolation,24,Friuli-Venezia Giulia,5,,
06/03/2020,positive,28,Friuli-Venezia Giulia,5,,
06/03/2020,discharged,3,Friuli-Venezia Giulia,5,,
06/03/2020,deceased,0,Friuli-Venezia Giulia,5,,
06/03/2020,total,31,Friuli-Venezia Giulia,5,,
06/03/2020,tested,577,Friuli-Venezia Giulia,5,,
06/03/2020,hospitalized,7,Sicilia,18,,
06/03/2020,hospitalized_intensive,0,Sicilia,18,,
06/03/2020,self_isolation,15,Sicilia,18,,
06/03/2020,positive,22,Sicilia,18,,
06/03/2020,discharged,2,Sicilia,18,,
06/03/2020,deceased,0,Sicilia,18,,
06/03/2020,total,24,Sicilia,18,,
06/03/2020,tested,367,Sicilia,18,,
06/03/2020,hospitalized,5,Puglia,15,,
06/03/2020,hospitalized_intensive,1,Puglia,15,,
06/03/2020,self_isolation,9,Puglia,15,,
06/03/2020,positive,15,Puglia,15,,
06/03/2020,discharged,1,Puglia,15,,
06/03/2020,deceased,1,Puglia,15,,
06/03/2020,total,17,Puglia,15,,
06/03/2020,tested,395,Puglia,15,,
06/03/2020,hospitalized,2,Umbria,9,,
06/03/2020,hospitalized_intensive,2,Umbria,9,,
06/03/2020,self_isolation,12,Umbria,9,,
06/03/2020,positive,16,Umbria,9,,
06/03/2020,discharged,0,Umbria,9,,
06/03/2020,deceased,0,Umbria,9,,
06/03/2020,total,16,Umbria,9,,
06/03/2020,tested,110,Umbria,9,,
06/03/2020,hospitalized,3,Molise,13,,
06/03/2020,hospitalized_intensive,2,Molise,13,,
06/03/2020,self_isolation,7,Molise,13,,
06/03/2020,positive,12,Molise,13,,
06/03/2020,discharged,0,Molise,13,,
06/03/2020,deceased,0,Molise,13,,
06/03/2020,total,12,Molise,13,,
06/03/2020,tested,104,Molise,13,,
06/03/2020,hospitalized,8,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,hospitalized_intensive,0,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,self_isolation,6,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,positive,14,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,discharged,0,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,deceased,0,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,total,14,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,tested,158,Trentino-Alto Adige/Südtirol,3,,
06/03/2020,hospitalized,9,Abruzzo,12,,
06/03/2020,hospitalized_intensive,0,Abruzzo,12,,
06/03/2020,self_isolation,0,Abruzzo,12,,
06/03/2020,positive,9,Abruzzo,12,,
06/03/2020,discharged,0,Abruzzo,12,,
06/03/2020,deceased,0,Abruzzo,12,,
06/03/2020,total,9,Abruzzo,12,,
06/03/2020,tested,96,Abruzzo,12,,
06/03/2020,hospitalized,2,Sardegna,19,,
06/03/2020,hospitalized_intensive,0,Sardegna,19,,
06/03/2020,self_isolation,3,Sardegna,19,,
06/03/2020,positive,5,Sardegna,19,,
06/03/2020,discharged,0,Sardegna,19,,
06/03/2020,deceased,0,Sardegna,19,,
06/03/2020,total,5,Sardegna,19,,
06/03/2020,tested,99,Sardegna,19,,
06/03/2020,hospitalized,1,Basilicata,16,,
06/03/2020,hospitalized_intensive,0,Basilicata,16,,
06/03/2020,self_isolation,2,Basilicata,16,,
06/03/2020,positive,3,Basilicata,16,,
06/03/2020,discharged,0,Basilicata,16,,
06/03/2020,deceased,0,Basilicata,16,,
06/03/2020,total,3,Basilicata,16,,
06/03/2020,tested,63,Basilicata,16,,
06/03/2020,hospitalized,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,hospitalized_intensive,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,self_isolation,7,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,positive,7,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,discharged,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,deceased,0,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,total,7,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,tested,28,Valle d'Aosta/Vallée d'Aoste,1,,
06/03/2020,hospitalized,2,Calabria,17,,
06/03/2020,hospitalized_intensive,0,Calabria,17,,
06/03/2020,self_isolation,2,Calabria,17,,
06/03/2020,positive,4,Calabria,17,,
06/03/2020,discharged,0,Calabria,17,,
06/03/2020,deceased,0,Calabria,17,,
06/03/2020,total,4,Calabria,17,,
06/03/2020,tested,99,Calabria,17,,
06/03/2020,hospitalized,2394,Totale,,,
06/03/2020,hospitalized_intensive,462,Totale,,,
06/03/2020,self_isolation,0,Totale,,,
06/03/2020,positive,3916,Totale,,,
06/03/2020,discharged,523,Totale,,,
06/03/2020,deceased,197,Totale,,,
06/03/2020,total,4636,Totale,,,
06/03/2020,tested,36359,Totale,,,
